"","Course.Id","Title","Description","Credits","Learning.Goals","Distribution.Requirements","CO","CW","G","L","Q","A","FS","H","NS","SS","X3.3.4.3.Early.Assurance.Program.with.the.Drexel.University.Thomas.Kline.School.of.Law","X4.4.Admissions.Early.Interview.Program.with.the.New.York.Institute.of.Technology.College.of","Anthropology..B.A.","Anthropology..Environmental.Anthropology.Concentration..B.A.","Art.History..B.A.","Art..Studio.Art..B.A.","Biology..B.A.","Chemistry..B.A.","Communications..B.A.","Communications..B.A...Digital.Production.and.Cinema.Studies.Concentration","Communications..B.A...Journalism.and.Public.Relations.Concentration","Communications..B.A...Media.Studies.Concentration","Economics..B.A.","English..Creative.Writing.Track..B.A.","English..Literature.Track..B.A.","Environmental.Studies..B.A.","Fine.Arts..B.A.","French..B.A.","History..B.A.","Interdisciplinary.Studies..B.A.","International.Studies..Business.Track..B.A.","International.Studies..Political.Science.Track..B.A.","Latin.American.Studies..B.A.","Liberal.Studies..B.A.","Literature..B.A.","Mathematics..B.A.","Philosophy..B.A.","Physics..B.A.","Political.Science..B.A.","Psychology..B.A.","Social.Science..Psychology.and.Human.Service.Professions.Concentration..B.A.","Social.Science..Social.Cultural.Studies.Concentration..B.A.","Sociology..B.A.","Spanish..B.A.","X4.4.Early.Acceptance.Program..EAP..with.the.LECOM.School.of.Dental.Medicine","Dentistry..B.A..B.S..D.D.S...NYU.","General.Education...Core.Requirements","Law..B.A..B.S..J.D...Albany.","Medicine..B.A..B.S..D.O...Lake.Erie.College.of.Osteopathic.Medicine...LECOM.","Medicine..B.A..B.S..D.O...Philadelphia.College.of.Osteopathic.Medicine...PCOM..","Medicine..B.A..B.S..D.O...NEW.YORK.INSTITUTE.OF.TECHNOLOGY.COLLEGE.OF.OSTEOPATHIC.MEDICINE.NYITCOM.","Optometry..B.S..O.D...SUNY.College.of.Optometry.","Pre.Engineering..B.A..B.S..M.S...Columbia.","Scholar.Teacher.Education.Program..STEP...Teaching.English.to.Speakers.of.Other.Languages..TESOL..5.Year.B.A..M.A..or.B.S..M.A.","The.4.4.Collaborative.Affiliation.Agreement.with.the.Buffalo.School.of.Pharmacy.and.Pharmaceutical.Sciences","The.Scholar.Teacher.Education.Program..STEP...B.A..or.B.S.M.A.","Veterinary.Medicine..B.A..or.B.S..D.V.M...Ross.University.School.of.Veterinary.Medicine.","Accounting..B.B.A.","Management..B.B.A.","Management..Finance.Specialization..B.B.A.","Management..Human.Resource.Management.Specialization..B.B.A.","Management..Management.Information.Systems.Specialization..B.B.A.","Management..Marketing.Specialization..B.B.A.","Accounting.Five.Year.B.B.A..M.B.A.","Art.and.Design.Education..B.F.A.","Art.Education..Pre.K.12...B.F.A.","Art..Studio.Art..B.F.A.","Art..Studio.Art..Graphic.Design.Concentration..B.F.A.","Dance..B.F.A.","Theatre.Arts..Acting..B.F.A.","Theatre.Arts..Design.Technology..B.F.A.","Accelerated.Nursing.Program..leading.to.the.B.S..in.Nursing","Biochemistry..B.S.","Biology..B.S.","Business..B.S...through.College.of.Professional.and.Continuing.Studies.","Chemistry..B.S.","Communication.Sciences.and.Disorders..B.S.","Computer.and.Management.Information.Systems..B.S.","Computer.and.Management.Information.Systems..Game.Development.Concentration..B.S.","Computer.and.Management.Information.Systems..Information.Security.Concentration..B.S.","Computer.Science.B.S.","Criminal.Justice..B.S.","Emergency.Services.Administration..B.S.","Exercise.Science..B.S.","Finance..B.S.","Interdisciplinary.Studies..B.S.","Marketing..B.S.","Mathematics..B.S.","Music.Education..B.S.","Music..B.S.","Music..Composition.Concentration..B.S.","Music..Vocal.Performance.Concentration..B.S.","Natural.Sciences..B.S.","Neuroscience..B.S....Cognitive.Neuroscience.Concentration","Neuroscience..B.S....Molecular.Neuroscience.Concentration","Nursing..B.S.","Nursing..R.N..to.B.S.","Physical.Activity.Studies..B.S.","Physical.Education.and.Health.Education..B.S.","Physical.Education..Teaching..B.S.","Physical.Therapy..B.S..D.P.T...New.York.Institute.of.Technology.","Physical.Therapy..B.S..D.P.T...New.York.Medical.College.","Physics..B.S.","Podiatry..B.S..D.P.M..New.York.College.of.Podiatric.Medicine...NYCPM..","Sport.Management..B.S.","ANSWER.Program.Leading.to.Bachelor.of.Social.Work..B.S.W.","Social.Work..B.S.W.","Social.Work..Child.and.Family.Studies.Concentration..B.S.W."
"195","0136-221","Latin America I",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,2,4,1,5,3,1,5,3,3,2,2,3,2,5,1,5,5,3,1,4,5,3,3,3,4,1,4,5,3,5,4,3,3,1,5,3,3,4,2,4,1,4,1,4,5,3,1,3,5,1,5,1,2,1,2,2,3,2,3,4,4,4,1,4,1,5,4,2,4,4,4,5,4,3,3,2,2,4,2,4,1,5,3,4,4,2,4,5,4,4,1,4,3,4,3,4,5
"196","0136-222","Latin America II",,"3","G","H",0,0,1,0,0,0,0,1,0,0,2,3,2,1,5,2,1,5,2,4,2,2,2,3,4,4,5,3,5,5,2,5,3,1,2,2,2,2,1,3,1,2,2,1,3,5,1,3,5,1,3,1,5,2,3,4,4,5,5,3,1,5,4,1,5,5,1,2,1,3,1,4,3,3,5,2,5,3,4,1,3,4,2,3,3,5,2,3,4,1,2,1,4,3,4,4,4,1,2,1,1,4,3,2,4,4,3,5
"197","0136-223","The Caribbean",,"3","G","H",0,0,1,0,0,0,0,1,0,0,2,4,3,1,3,4,5,4,1,1,1,2,1,1,3,5,2,3,4,4,1,3,4,5,4,4,3,1,1,2,2,5,5,4,2,3,4,5,4,5,1,5,2,3,5,2,4,2,5,5,5,2,5,2,1,1,3,2,5,2,5,3,1,4,1,2,5,3,5,3,4,1,1,1,1,1,5,2,1,5,5,4,5,1,2,1,4,2,4,3,3,2,5,3,1,1,1,4
"198","0136-230","American Diplomatic History I",,"3","G","H",0,0,1,0,0,0,0,1,0,0,3,1,5,4,3,2,5,1,2,3,4,3,4,4,1,5,4,4,1,3,4,4,5,5,1,2,1,1,1,5,5,5,2,4,2,4,3,5,4,1,2,5,1,2,5,3,4,5,1,4,3,5,5,4,4,4,4,4,1,1,1,5,4,4,3,3,1,2,5,1,4,4,5,5,3,5,2,4,1,2,2,5,2,1,4,2,4,4,2,1,5,1,5,5,5,2,1,2
"199","0136-231","American Diplomatic History II",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,3,1,3,2,4,1,3,2,4,2,4,3,4,1,1,2,2,2,5,3,4,5,2,2,4,2,2,3,4,2,3,5,4,3,4,3,1,2,3,1,3,5,1,2,5,5,5,5,2,1,4,3,1,3,5,5,4,5,5,3,2,1,4,5,3,1,1,1,3,4,1,1,1,1,2,1,1,1,2,2,5,5,3,1,3,3,5,1,3,3,2,5,2,5,4,3,1
"200","0136-233","Early America: 1492-1680",,"3","G","H",0,0,1,0,0,0,0,1,0,0,1,2,3,2,3,1,2,1,5,1,4,5,2,3,3,4,2,5,2,4,1,4,5,2,3,1,3,1,3,4,3,5,3,2,3,4,3,3,4,5,3,3,2,2,4,1,4,2,1,1,3,4,5,5,3,5,1,5,4,2,2,4,4,1,1,5,4,1,2,4,2,3,1,4,1,1,4,1,2,3,4,2,3,1,4,3,1,2,5,2,3,2,5,1,5,4,3,5
"201","0136-237","Europe 1870-1918",,"3","G","H",0,0,1,0,0,0,0,1,0,0,1,4,1,5,4,1,5,3,3,2,5,4,3,4,2,5,3,5,1,2,1,1,1,2,5,5,1,4,1,4,2,4,1,3,2,2,4,4,5,1,1,3,2,5,3,5,4,5,3,1,2,4,2,2,2,4,2,4,4,1,5,5,3,4,4,3,3,4,1,4,4,5,5,1,1,5,5,4,5,3,4,4,5,3,5,4,4,4,4,2,4,2,2,1,5,3,2,5
"202","0136-238","Europe 1918-1945",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,1,3,3,5,5,3,4,4,3,4,4,1,5,3,4,2,2,1,3,4,2,5,2,5,5,1,5,3,5,4,5,1,3,3,3,1,3,1,1,5,1,2,4,4,4,2,2,3,4,2,1,3,5,3,4,2,3,1,4,5,5,4,5,4,4,5,1,2,2,4,4,1,5,4,5,4,2,4,2,2,1,3,3,1,5,2,1,2,3,1,1,2,1,5,2,1,5
"203","0136-239","Europe Since 1945",,"3","G","H",0,0,1,0,0,0,0,1,0,0,3,1,1,5,4,1,2,1,3,5,5,2,2,5,2,1,5,5,4,5,1,5,4,2,5,1,3,4,4,5,1,3,2,4,5,3,4,4,1,4,3,2,5,1,1,3,4,5,2,5,1,2,4,2,2,2,1,4,4,2,4,5,1,3,3,4,1,3,4,1,3,2,2,5,5,3,5,4,4,1,1,4,2,4,1,3,4,3,2,1,3,1,2,1,1,5,2,1
"204","0136-240","Fascism and Nazism",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,2,2,1,3,4,3,5,1,1,4,3,5,1,1,3,2,1,5,4,5,5,2,1,4,3,1,3,4,1,2,3,5,2,5,5,5,2,3,1,5,2,4,1,4,5,4,1,4,5,1,5,5,5,5,5,4,2,4,2,5,5,5,2,4,5,3,4,1,1,1,1,2,5,1,5,4,5,4,5,1,2,4,3,5,5,3,1,1,1,4,1,3,4,1,5,5,3
"205","0136-243","Russia To 1815",,"3","G","H",0,0,1,0,0,0,0,1,0,0,2,4,5,5,5,1,5,2,5,2,2,1,1,4,5,3,5,1,5,4,1,2,5,4,2,2,5,1,5,1,3,1,2,2,2,3,3,2,1,5,1,3,1,4,1,1,5,4,1,4,4,2,5,4,2,5,3,3,1,5,5,1,4,3,1,1,4,5,2,4,5,1,3,3,5,1,2,4,4,1,2,4,5,2,1,3,1,2,4,1,2,1,4,3,1,5,3,3
"206","0136-245","History of the Soviet Union",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,2,4,5,2,2,4,3,4,2,2,3,4,5,3,2,4,1,2,4,2,3,4,2,3,5,4,2,1,1,4,2,2,3,2,1,1,4,5,4,5,3,5,2,3,3,3,3,5,2,4,4,4,5,1,3,1,2,2,3,1,4,1,1,5,4,1,4,1,3,1,4,5,5,5,3,4,1,5,3,4,2,1,2,5,3,2,4,1,2,2,5,4,5,2,4,4,4
"207","0136-250","Geography in History",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,2,5,1,1,2,4,2,4,3,3,5,2,4,5,5,3,3,4,3,5,4,4,1,4,4,3,1,5,4,4,1,4,2,4,1,1,3,4,1,4,3,3,1,2,5,4,2,3,3,2,2,2,2,2,4,3,2,3,3,1,5,5,4,4,4,5,3,5,3,1,2,3,2,5,1,2,2,5,2,5,3,1,1,5,4,5,1,5,1,2,2,2,4,3,2,4,3
"208","0136-259","Islamic History",,"3","G","H",0,0,1,0,0,0,0,1,0,0,3,4,3,4,5,1,1,5,5,5,2,1,4,3,1,2,2,3,2,4,2,5,3,4,4,5,5,2,1,5,1,4,1,2,2,3,5,4,3,5,3,1,3,4,1,4,5,5,3,5,4,3,2,3,5,5,5,1,3,5,3,1,2,5,1,4,4,4,4,1,1,1,3,1,5,1,4,5,1,5,4,3,4,5,5,1,1,1,1,1,5,2,1,2,2,3,1,3
"209","0136-260","African Diaspora in the Muslim World",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,5,1,4,4,4,5,5,3,4,3,3,1,4,4,5,4,3,4,5,1,4,4,2,3,4,1,4,4,1,3,4,1,4,4,2,3,4,3,4,2,5,3,2,4,3,3,2,5,3,5,2,4,2,2,3,4,2,4,5,1,4,3,3,5,5,1,4,2,3,4,1,3,1,3,2,3,3,1,4,3,2,5,4,3,4,4,5,5,1,5,4,1,5,3,4,4,1
"210","0136-261","African History I",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,4,1,1,2,2,3,2,5,5,2,5,4,4,1,3,4,5,3,5,1,2,4,5,5,4,3,3,4,2,4,2,4,2,3,3,2,4,4,2,2,4,1,1,1,1,4,3,3,3,1,4,1,3,3,5,1,5,1,1,1,2,1,5,4,3,1,2,4,5,1,5,5,4,4,4,2,1,4,2,1,3,4,4,5,1,4,3,4,2,2,2,1,1,3,1,5,5
"211","0136-262","African History I I",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,4,3,2,2,3,4,2,5,3,4,2,4,1,5,5,5,2,4,3,5,3,4,4,4,2,3,4,1,3,1,3,3,4,4,3,2,4,2,1,2,4,1,5,1,1,3,3,4,1,1,4,4,1,5,2,3,1,2,4,3,4,2,2,1,4,1,5,4,4,1,1,3,3,4,5,1,4,5,5,2,4,3,5,3,1,3,4,3,1,4,2,3,1,4,5,1,4
"212","0136-263","Colonial America 1680-1763",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,2,2,4,5,1,4,2,5,2,3,3,5,2,2,2,4,3,5,4,4,2,5,2,3,5,5,3,1,2,5,1,1,2,5,4,2,1,4,4,3,2,2,2,2,2,5,3,2,4,5,5,5,1,5,5,4,4,4,5,5,5,2,4,4,1,2,5,2,4,3,1,3,2,5,3,2,2,3,3,3,2,4,5,3,5,3,4,5,2,2,1,1,5,5,1,4,1
"213","0136-273","Peacemaking in World History",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,4,2,2,2,3,5,4,2,5,1,5,1,4,2,1,1,1,3,5,4,3,4,1,1,3,5,4,4,3,5,2,5,2,1,3,4,2,5,5,3,5,5,2,2,4,1,5,2,1,5,2,2,3,5,4,1,5,4,1,3,5,2,4,2,4,5,4,5,4,1,1,2,5,5,1,2,5,3,5,3,3,4,1,5,1,4,1,1,3,4,3,2,1,5,1,4,1
"214","0136-340","World of the French Revolution
Prerequisite: 3 prior credits in history",,"3","G","",0,0,1,0,0,0,0,0,0,0,5,5,4,5,1,3,2,3,3,4,2,3,1,2,5,1,1,3,3,3,3,3,2,5,4,4,5,5,5,2,5,4,4,5,2,2,2,1,1,5,5,3,1,3,4,1,2,4,1,2,2,5,1,2,5,2,2,3,5,2,3,5,1,5,5,2,5,1,4,1,5,5,2,2,1,2,3,3,2,2,3,1,3,5,2,1,1,3,2,1,3,2,2,4,5,1,3,1
"215","0136-350","The Asia Pacific War: Regarding the Pain of Others",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,5,4,4,3,1,1,1,2,1,4,3,1,2,4,4,5,1,5,2,4,3,1,4,1,3,3,5,3,2,3,1,5,1,1,3,2,5,4,3,5,3,1,2,5,4,4,2,2,1,2,1,4,4,4,1,5,5,1,4,5,2,4,2,3,2,5,1,4,1,4,2,3,3,3,2,5,4,2,5,1,2,4,2,1,2,5,4,3,1,4,2,2,5,2,2,5,2
"216","0136-363","The Indian Ocean in World History",,"3","G","H",0,0,1,0,0,0,0,1,0,0,3,1,2,2,5,4,3,5,4,3,4,2,3,1,2,1,1,1,2,4,3,4,2,4,4,4,3,5,2,3,3,3,2,2,3,4,4,2,4,2,1,5,1,5,3,2,4,5,1,4,1,1,5,1,4,5,4,1,2,1,5,4,1,5,3,5,2,2,4,4,4,3,4,2,2,2,3,1,1,4,5,3,3,4,3,3,3,2,3,2,4,2,4,1,1,5,1,4
"217","0138-111","Level I Italian",,"3","G","",0,0,1,0,0,0,0,0,0,0,1,5,5,2,4,5,4,2,4,4,1,2,2,2,5,1,4,5,4,2,1,3,4,5,5,5,3,5,3,3,5,4,3,4,4,4,3,3,5,3,1,5,4,5,4,4,1,2,2,1,5,3,5,5,4,4,3,4,2,1,5,5,4,4,1,3,4,5,5,5,1,4,5,3,5,4,4,4,3,5,4,3,3,1,1,3,4,2,2,1,2,2,3,2,5,2,3,3
"218","0138-112","Level II Italian 
Students who fail to receive a C- or higher in Level I cannot continue to Level I I",,"3","G","",0,0,1,0,0,0,0,0,0,0,5,2,4,5,2,3,3,1,1,3,5,1,5,5,4,1,1,3,3,3,4,1,3,1,4,5,4,3,2,3,3,1,4,2,3,5,4,5,4,2,3,4,2,4,4,5,1,3,4,1,4,3,4,5,2,5,2,5,5,5,3,3,4,2,1,3,1,2,1,2,5,3,2,3,3,1,2,2,1,4,4,1,1,1,5,2,1,4,2,1,5,3,5,2,5,5,2,4
"219","0138-231","Italian Cross-Cultural Concepts",,"3","G","H",0,0,1,0,0,0,0,1,0,0,1,1,2,3,3,5,1,2,4,5,5,2,3,2,4,5,5,4,2,5,5,5,1,2,1,1,2,3,3,3,5,5,5,1,3,1,4,4,1,4,3,5,4,3,4,5,5,3,2,4,1,4,5,2,4,3,2,5,2,5,5,3,3,1,1,4,2,1,3,2,2,5,4,3,4,2,5,1,3,5,3,4,5,1,5,1,4,3,3,4,4,2,1,3,4,2,5,1
"220","0138-232","Intro.To Italian Lit.",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,5,5,3,4,1,1,2,3,1,4,2,4,5,4,1,2,4,2,1,5,1,2,4,4,5,2,1,5,4,4,2,2,5,3,4,3,4,2,2,4,4,3,5,3,4,4,3,1,2,1,3,5,5,2,5,4,3,2,3,3,3,2,3,3,3,5,2,5,1,3,5,1,2,5,4,5,1,3,5,1,5,5,5,5,2,4,5,3,3,5,2,1,4,3,4,5,5
"221","0140-111","Level I Latin 
Not Open to students with prior knowledge of Latin without permission from the department chair.",,"3","G","",0,0,1,0,0,0,0,0,0,0,4,3,2,5,3,1,4,4,4,1,5,3,1,1,3,3,3,4,5,5,3,3,4,1,2,4,3,5,5,2,1,5,3,5,1,1,2,3,5,3,2,4,4,5,4,5,1,5,3,1,1,1,3,1,3,4,5,3,2,5,2,4,1,2,3,5,3,2,1,3,5,5,4,3,2,3,4,4,1,3,5,5,5,1,3,3,5,4,4,4,1,3,4,2,2,2,5,5
"222","0140-112","Level II Latin 
Students who fail to receive a C- or higher in Level I cannot continue to Level I I Pre-Requisite for Lat 112: Lat 111 or equivalent",,"3","G","",0,0,1,0,0,0,0,0,0,0,4,1,2,4,4,4,1,3,4,5,5,1,4,4,3,2,1,4,1,1,5,4,5,5,5,4,4,4,5,4,3,2,3,3,1,3,4,1,2,3,2,3,1,5,2,2,4,1,2,2,3,2,1,3,2,3,5,5,3,5,4,2,3,1,2,4,1,1,1,1,1,3,5,4,3,1,2,5,1,1,4,5,3,2,5,2,3,4,4,5,2,3,4,2,5,2,5,1
"223","0140-121","Level III Latin
Pre-Requisite for Lat 121: Lat 112 or equivalent",,"3","G","",0,0,1,0,0,0,0,0,0,0,5,2,4,1,3,5,3,5,3,2,4,4,4,5,5,5,2,1,2,1,5,2,2,3,2,1,1,1,4,1,5,4,5,2,1,2,2,3,4,1,1,3,1,3,4,3,1,5,3,5,3,2,3,2,3,2,1,4,1,1,1,5,5,2,5,1,3,1,4,1,2,5,2,1,3,3,5,5,2,5,2,3,2,1,5,2,3,1,2,4,5,5,5,5,3,1,1,2
"224","0141-111","Level I Japanese",,"3","G","",0,0,1,0,0,0,0,0,0,0,3,1,4,2,2,4,4,3,2,2,1,1,4,2,3,5,2,3,2,3,1,2,2,4,2,2,4,4,3,2,1,3,4,4,3,3,2,1,2,3,4,3,1,5,1,2,4,3,5,2,3,3,1,4,4,2,2,4,2,3,3,1,2,2,1,3,5,1,4,1,2,1,2,3,4,4,1,3,3,5,3,2,5,2,3,5,1,5,5,2,2,1,2,2,4,2,1,2
"225","0141-112","Japanese Level II 
Students who fail to receive a C- or higher in Level I cannot continue to Level I I",,"3","G","",0,0,1,0,0,0,0,0,0,0,5,1,5,4,3,5,5,4,3,3,5,4,4,2,3,4,2,2,1,1,4,5,4,5,4,1,2,3,3,4,5,2,4,4,1,2,2,5,1,4,3,4,4,4,5,3,1,1,3,5,1,3,4,1,5,3,1,5,2,5,3,5,5,2,5,3,5,5,2,4,3,4,3,5,2,3,4,3,2,3,4,1,4,3,1,3,2,5,5,3,5,3,2,4,5,1,4,3
"226","0142-103","Descriptive And Historic Linguistics",,"3","G","",0,0,1,0,0,0,0,0,0,0,4,2,2,4,3,1,2,4,5,5,4,3,3,4,2,1,2,2,1,2,1,4,1,1,2,1,5,2,2,4,4,2,3,3,4,5,3,1,2,2,2,2,5,5,3,4,3,2,5,3,2,5,4,2,5,5,3,4,3,3,2,1,5,2,2,3,3,2,3,2,4,2,1,4,5,5,3,5,1,2,3,5,5,2,3,3,4,2,4,5,5,4,1,3,3,3,5,2
"227","0154-212","Ethics And Morality",,"3","G","H",0,0,1,0,0,0,0,1,0,0,1,1,5,1,4,5,5,4,1,3,4,3,3,2,5,4,2,3,3,5,3,3,4,3,4,3,4,4,4,1,2,1,2,4,3,3,4,1,4,4,5,1,2,4,5,1,5,1,5,1,3,5,5,3,2,4,4,1,3,5,1,5,5,3,5,3,5,2,5,1,3,5,3,3,2,5,3,4,2,5,2,3,5,1,2,1,5,2,1,5,5,2,1,1,2,5,4,4
"228","0154-250","Eastern Philosophy",,"3","G","H",0,0,1,0,0,0,0,1,0,0,3,5,4,2,4,3,4,3,1,4,3,3,2,4,2,1,2,3,3,2,3,4,4,2,4,1,3,2,5,5,5,4,4,5,5,2,3,2,4,3,4,1,2,3,4,5,4,2,1,3,4,3,1,1,4,1,1,3,5,2,4,3,5,4,2,4,1,1,1,1,1,4,1,5,3,2,4,3,4,1,3,2,1,1,4,4,3,3,3,5,3,1,4,4,1,5,4,2
"229","0154-292","Philosophy of Peace and War",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,1,1,3,1,2,1,5,2,5,5,2,4,4,4,4,5,4,4,2,1,2,3,3,2,3,2,5,4,5,2,1,5,1,3,1,3,5,1,1,2,1,5,3,1,4,3,5,5,3,3,5,1,1,1,1,1,3,2,4,5,3,3,4,4,5,4,3,3,1,4,3,2,3,3,4,2,3,5,3,1,1,1,1,3,2,4,1,1,4,3,1,5,4,5,5,3,1
"230","0154-300","Global Philosophy",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,1,4,3,4,5,4,4,5,4,5,1,5,3,5,5,3,5,1,2,4,4,1,1,2,5,4,2,3,2,2,1,4,2,1,4,3,1,5,4,5,5,3,2,3,4,3,2,5,2,3,5,3,1,5,3,3,1,5,1,4,5,4,2,4,1,5,1,4,1,5,4,1,4,5,4,1,4,2,4,4,3,3,3,1,2,2,4,5,5,1,3,2,5,5,2,2,4
"231","0154-352","Contemporary Theories of Justice",,"3","G","H",0,0,1,0,0,0,0,1,0,0,5,3,4,5,3,3,3,1,3,5,3,5,3,3,1,2,5,5,3,5,2,1,1,3,2,2,4,2,5,2,3,5,3,5,2,4,4,1,2,1,3,3,1,1,2,2,2,2,3,2,4,2,3,4,3,3,5,1,4,1,4,2,3,2,3,3,4,5,4,5,2,5,3,2,1,4,2,2,1,5,3,1,4,4,4,4,4,1,2,1,1,2,2,4,5,4,5,4
"232","0154-382","Environmental Ethics & Justice",,"3","G","H",0,0,1,0,0,0,0,1,0,0,4,1,2,5,3,5,5,5,5,2,2,5,2,4,1,3,2,3,1,4,3,4,2,1,1,5,4,4,5,3,2,3,1,5,1,2,4,2,1,2,1,4,2,5,4,1,4,2,2,4,4,5,5,2,1,3,2,1,4,5,5,2,4,5,1,1,1,4,4,5,3,4,5,5,3,1,2,1,2,1,1,2,2,4,4,2,1,2,2,1,2,1,4,3,1,2,1,5
"233","0156-123","Basic Science Behind the Headlines",,"3","G,Q","NS",0,0,1,0,1,0,0,0,1,0,3,4,5,5,5,2,5,5,5,4,1,5,2,1,4,5,2,5,1,1,2,3,4,1,2,3,2,1,4,2,3,1,5,5,4,3,1,4,1,4,5,5,5,4,1,1,5,3,3,3,5,1,1,4,3,3,1,3,3,3,5,3,3,5,2,5,2,5,5,3,4,2,3,2,1,4,1,1,5,4,5,3,3,3,4,4,4,2,1,1,2,4,1,2,5,2,4,1
"234","0158-212","Environment and Politics",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,1,2,1,3,2,5,1,1,2,1,3,1,2,1,3,5,3,2,5,1,5,4,4,3,2,1,1,1,2,4,2,5,3,1,2,4,3,1,1,3,5,4,3,1,3,1,5,4,1,3,5,1,5,3,1,1,2,2,2,2,2,4,2,5,3,5,1,4,1,1,3,5,5,5,4,2,1,2,1,2,1,5,3,2,2,5,4,1,5,1,1,5,1,2,4,5,3,4
"235","0158-260","Comparative Political Analysis",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,4,4,5,1,5,4,5,5,4,1,1,2,1,4,2,5,4,5,3,3,1,2,4,2,5,5,1,3,3,5,2,3,2,2,2,4,5,2,4,5,2,1,5,1,4,5,1,4,5,3,1,5,5,5,3,4,1,4,5,3,2,5,2,2,5,3,4,3,3,1,4,3,5,1,5,3,2,2,1,4,3,3,5,2,3,3,2,5,3,1,5,5,2,2,2,1,4,4
"236","0158-280","Theories And Practice of International Relations",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,1,2,1,5,1,4,3,4,4,3,2,1,1,2,4,4,2,5,1,1,2,4,3,2,1,3,1,1,1,1,1,2,2,3,5,4,2,4,3,5,3,5,3,3,3,2,1,1,2,3,5,3,2,1,1,2,4,4,3,4,4,5,2,3,3,1,4,1,4,5,4,5,2,2,5,3,4,2,3,2,5,1,2,2,4,4,1,5,5,2,5,5,5,3,4,3,3,3
"237","0158-360","European Politics",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,1,5,3,2,5,1,4,5,4,2,2,2,1,5,3,4,2,2,3,3,2,1,1,5,4,3,4,3,3,3,3,4,3,1,2,1,3,2,3,4,5,2,5,1,2,1,3,5,2,5,5,1,5,2,1,3,2,4,5,4,1,5,3,3,2,5,2,4,3,5,5,1,5,2,4,5,2,2,4,2,3,4,2,5,1,2,5,3,3,2,1,2,4,2,5,4,1,3
"238","0158-361","Politics of Russia and The Former Soviet Republics",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,1,3,5,5,4,1,4,3,1,4,1,3,1,1,3,1,4,3,4,5,5,1,1,2,2,2,5,5,5,5,1,5,1,5,5,2,2,3,3,5,3,3,2,3,3,3,5,1,1,4,4,2,2,2,5,2,3,2,1,5,3,5,5,4,5,1,5,5,3,5,1,5,3,5,2,2,5,3,2,2,3,4,3,3,4,5,3,1,3,4,5,2,1,2,3,1,4,2
"239","0158-363","Politics of Latin America",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,3,5,5,2,1,1,3,5,3,1,5,5,4,2,2,4,3,5,4,3,4,1,2,3,3,5,1,2,2,2,5,2,2,1,1,5,3,1,1,2,2,2,2,5,1,2,4,1,3,5,3,4,1,5,3,5,2,1,3,4,1,2,1,1,2,5,4,1,3,4,4,5,4,1,5,4,1,3,5,2,3,1,1,3,5,5,1,2,3,1,2,4,3,3,2,3,3,1
"240","0158-365","Politics of the Middle East",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,1,4,1,3,1,1,1,5,1,4,1,4,1,4,4,5,3,1,4,3,5,1,5,5,5,1,4,1,2,2,2,4,1,3,3,5,1,1,5,2,3,2,2,3,2,2,2,2,2,2,5,5,2,5,4,1,2,1,1,1,5,5,2,1,1,2,1,5,5,1,5,4,3,3,4,5,2,3,3,3,3,3,3,4,4,2,2,3,5,3,1,3,1,2,2,3,5,2
"241","0158-367","Comparative Revolution",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,5,5,3,3,2,2,3,2,1,1,2,2,2,3,4,1,3,2,2,4,4,3,2,5,3,4,5,1,1,2,2,2,1,4,1,3,2,3,2,4,1,4,5,4,2,5,2,4,2,5,3,2,3,1,4,4,3,1,1,2,2,3,5,1,3,3,1,2,5,4,3,3,3,4,1,5,1,3,1,3,4,3,3,1,4,1,5,1,3,3,5,3,3,3,1,3,4,4
"242","0158-371","Women And Comparative Political Development",,"3","G","SS",0,0,1,0,0,0,0,0,0,1,3,1,2,2,3,4,1,2,4,1,4,1,2,5,3,3,2,2,5,3,5,1,1,2,1,4,1,5,1,1,5,2,3,5,3,1,3,4,1,3,2,4,2,4,2,4,2,4,2,5,1,1,2,1,4,1,2,4,1,4,3,4,4,4,2,1,4,2,2,4,5,2,3,4,5,3,4,2,1,3,2,3,1,2,3,5,3,3,3,3,1,5,4,4,1,3,3,1
